Manufacturer,Model Name,Model Code,RAM (TotalMem),Form Factor,System on Chip,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
Sky Devices,SKY 5.0LM,SKY_50LM,907MB,Phone,Mediatek MT6735M,480x854,240,armeabi-v7a;armeabi,24,3.1
Sky Devices,Elite A5,Elite_A5,874MB,Phone,Spreadtrum SC9832E,480x854,240,armeabi-v7a;armeabi,28,3.2
Sky Devices,SKY VISION1,SKYVISION,985MB,Tablet,Mediatek MT8321,1024x600,160,armeabi-v7a;armeabi,25,2.0
Sky Devices,Elite B5,Elite_B5,932MB,Phone,Spreadtrum SC9850,480x854,240,armeabi-v7a;armeabi,27,3.1
Sky Devices,PLATINUM D5,Platinum_D5_CA,447MB,Phone,Spreadtrum SC7731E,480x854,240,armeabi-v7a;armeabi,27,3.2
Sky Devices,PLATINUM D5,Platinum_D5,447MB,Phone,Spreadtrum SC7731,480x854,240,armeabi-v7a;armeabi,27,3.2
Sky Devices,Platinum M5,Platinum_M5,925MB,Phone,Spreadtrum SC7731C,480x854,240,armeabi-v7a;armeabi,24,2.0
Sky Devices,PLATINUM B5,Platinum_B5,450MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,27,2.0
Sky Devices,Fuego 4.0T,Fuego_4_0T_EC,925MB,Phone,Spreadtrum SC7731C,480x800,240,armeabi-v7a;armeabi,24,2.0
Sky Devices,PLATINUM VIEW,PLATINUMVIEW,957MB,Tablet,Mediatek MT8321,1024x600,160,armeabi-v7a;armeabi,24,2.0
Sky Devices,ELITE 5.0T,Elite_5_0T,878MB,Phone,Spreadtrum SC9832,480x854,240,armeabi-v7a;armeabi,24,2.0
Sky Devices,Platinum C55,Platinum_C55,943MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
Sky Devices,PLATINUM A5,Platinum_A5,925MB,Phone,Spreadtrum SC7731C,480x854,240,armeabi-v7a;armeabi,24,2.0
Sky Devices,pro selfie,PRO_SELFIE,950MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,27,2.0
Sky Devices,ELITE 45T,Elite_45T_GT,878MB,Phone,Spreadtrum SC9832,480x854,240,armeabi-v7a;armeabi,24,2.0
Sky Devices,Elite M45,Elite_M45,882MB,Phone,Spreadtrum SC9832E,480x854,240,armeabi-v7a;armeabi,27,3.2
Sky Devices,PLATINUM A55,Platinum_A55,941MB,Phone,Mediatek MT6580M,720x1280,320,armeabi-v7a;armeabi,24,2.0
Sky Devices,PLATINUM_F5,Platinum_F5,451MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,27,2.0
Sky Devices,Platinum F5,Platinum_F5_2100,451MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,27,2.0
Sky Devices,PLATINUM A57,Platinum_A57_OP,902MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,24,2.0
Sky Devices,PLATINUM_E5,Platinum_E5,451MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,27,2.0
Sky Devices,Elite Go,Elite_Go,856MB,Phone,Spreadtrum SC9850,480x854,240,armeabi-v7a;armeabi,27,3.2
Sky Devices,Elite Go,Elite_Go_HN,856MB,Phone,Spreadtrum SC9850,480x854,240,armeabi-v7a;armeabi,27,3.2
Sky Devices,Elite Go,Elite_Go_SV,856MB,Phone,Spreadtrum SC9850KA,480x854,240,armeabi-v7a;armeabi,27,3.2
Sky Devices,SKY Prestige,SKY_Prestige,884MB,Phone,Spreadtrum SC9832E,1280x720,320,armeabi-v7a;armeabi,27,3.2
Sky Devices,Platinum G5,Platinum_G5,958MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,27,2.0
Sky Devices,Elite T4,Elite_T4,882MB,Phone,Spreadtrum SC9832E,480x800,240,armeabi-v7a;armeabi,27,3.2
Sky Devices,Platinum B4,Platinum_B4,447MB,Phone,Spreadtrum SC7731E,480x800,240,armeabi-v7a;armeabi,27,3.2
Sky Devices,Platinum C4,Platinum_C4,900MB,Phone,Spreadtrum SC7731E,480x800,240,armeabi-v7a;armeabi,27,3.2
Sky Devices,Sky Vision2,Sky_Vision2,981MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,27,2.0
Sky Devices,PLATINUM 4.0+,Platinum_4_0Plus,925MB,Phone,Spreadtrum SC7731C,480x800,240,armeabi-v7a;armeabi,24,2.0
Sky Devices,Elite M5Plus,Elite_M5Plus_PA,884MB,Phone,Spreadtrum SC9832E,480x854,240,armeabi-v7a;armeabi,27,3.2
Sky Devices,Elite M5Plus,Elite_M5Plus,856MB,Phone,Spreadtrum SC9832E,480x854,240,armeabi-v7a;armeabi,27,3.2
Sky Devices,Elite M5Plus,Elite_M5Plus_SAL,856MB,Phone,Spreadtrum SC9850,480x854,240,armeabi-v7a;armeabi,27,3.2
Sky Devices,Elite T6,Elite_T6,1819MB,Phone,Spreadtrum SC9863A,600x1280,280,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Sky Devices,Platinum View2,PLATINUM_VIEW2,904MB,Phone,Spreadtrum SC7731E,600x1024,213,armeabi-v7a;armeabi,27,3.2
Sky Devices,Elite T45,Elite_T45,882MB,Phone,Spreadtrum SC9832E,480x854,240,armeabi-v7a;armeabi,27,3.2
Sky Devices,ELITE 4.0S,Elite_4_0S_GT_Tigo,878MB,Phone,Spreadtrum SC9830A,480x800,240,armeabi-v7a;armeabi,24,2.0
Sky Devices,ELITE 4.0S,Elite_4_0S_HN_Tigo,878MB,Phone,Spreadtrum SC9830A,480x800,240,armeabi-v7a;armeabi,24,2.0
Sky Devices,Elite T55,Elite_T55_HN,856MB,Phone,Spreadtrum SC9850,480x960,240,armeabi-v7a;armeabi,27,3.2
Sky Devices,Elite T55,Elite_T55_SV,856MB,Phone,Spreadtrum SC9850KA,480x960,240,armeabi-v7a;armeabi,27,3.2
Sky Devices,SKY 55M,SKY_55M,878MB,Phone,Spreadtrum SC9832,720x1280,320,armeabi-v7a;armeabi,24,2.0
SkyLife,Skylife android 2nd TV,DMTS18SS,2448MB,TV,Broadcom BCM7268,1920x1080,320,armeabi-v7a;armeabi,26,3.1
SkyLife,skylife LTE TV,DMTS17SS,2442MB,TV,Broadcom BCM7252S,1280x720,213,armeabi-v7a;armeabi,25,3.0
SkyLife,UHD_S56AT,INTEKS19SS,1857MB,TV,HiSilicon hi3798mv200,1920x1080,320,armeabi-v7a;armeabi,28,2.0
SkyLife,UHD2,IC1110,2168MB,TV,Broadcom BCM7252S,1920x1080,320,armeabi-v7a;armeabi,23,3.0
SkyLife,KSTB2019,KSTB2019,2458MB,TV,Broadcom BCM7268,1920x1080,320,armeabi-v7a;armeabi,26,3.1
Skyview,M5,M5,957MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
Skyworth,APAC 2K TV,shibuya,903MB,TV,MStar T16,1280x720,213,armeabi-v7a;armeabi,28,2.0
Skyworth,Asia,SW3_ATV,1193MB,TV,Mediatek MT5597,1920x1080,320,armeabi-v7a;armeabi,28,2.0
Skyworth,Asia,open_uhd_ap,1052-1057MB,TV,Mediatek MT5597,1920x1080,320,armeabi-v7a;armeabi,26;28,2.0
Skyworth,Asia,open_fhd_ap,1025-1028MB,TV,Mediatek MT5597,1920x1080,320,armeabi-v7a;armeabi,26;28,2.0
Skyworth,South Africa,open_fhd_sa,1004MB,TV,Mediatek MT5597,1920x1080,320,armeabi-v7a;armeabi,26,2.0
Skyworth,Europe,globe_eu,1369-1394MB,TV,Mediatek MT5596,1920x1080,320,armeabi-v7a;armeabi,24;26,3.2
Skyworth,APAC,SW3H_ATV,1564MB,TV,Mediatek MT5597,1920x1080,320,armeabi-v7a;armeabi,28,2.0
Skyworth,Airtel,AirtelOTTBox,903MB,TV,HiSilicon hi3798mv300,1080x1920,320,armeabi-v7a;armeabi,26,2.0
Skyworth,Skyworth,grape,1702-1990MB,TV,Amlogic AMLS905X,1920x1080,320,armeabi-v7a;armeabi,25;26,2.0
Skyworth,METZ 2K TV,shinagawa,907MB,TV,MStar T16,720x1280,213,armeabi-v7a;armeabi,28,2.0
Skyworth,Hong Kong,open_uhd_hk,1052-1057MB,TV,Mediatek MT5597,1920x1080,320,armeabi-v7a;armeabi,26;28,2.0
Skyworth,North America,globe_na,1115-1140MB,TV,Mediatek MT5596,1920x1080,320,armeabi-v7a;armeabi,24;26,3.2
Skyworth,North America,shimbashi,903MB,TV,MStar T16,1280x720,213,armeabi-v7a;armeabi,28,2.0
Skyworth,South America,globe_sa,1869-1911MB,TV,Mediatek MT5596,1920x1080,320,armeabi-v7a;armeabi,23;24;26,1.0;3.2
Skyworth,South America,shinjuku,907MB,TV,MStar T16,1280x720,213,armeabi-v7a;armeabi,28,2.0
SledovaniTV,DV8220,DV8220,1990-2007MB,TV,Amlogic AMLS905X,1920x1080,320,armeabi-v7a;armeabi,26;28,2.0
Smadl,Matri8,Matri8,1907MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,27,3.1
Smadl,SMADL,Matri2,937MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,27,2.0
Smadl,Safari,Safari,956MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
Smailo,Smailo 2GO,Smailo_2GO,1922MB,Tablet,Mediatek MT8735,600x1024,160,armeabi-v7a;armeabi,24,3.1
Smart,SK3401,SK3401,981MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,27,2.0
Smart,Max,Max,874MB,Phone,Mediatek MT6737M,480x800,240,armeabi-v7a;armeabi,24,3.1
Smart,Notrino,Notrino,874MB,Phone,Mediatek MT6737M,480x854,240,armeabi-v7a;armeabi,24,3.1
Smart,hero A1,hero_A1,1860MB,Phone,Mediatek MT6739WA,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Smart,Coral 4,Coral_4,964MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,24,2.0
Smart,FW503KH,FW503KH,908MB,Phone,Mediatek MT6737,480x854,240,armeabi-v7a;armeabi,24,3.1
Smart,ATV device,tcl_eu,1885MB,TV,Mediatek MT5596,1920x1080,320,armeabi-v7a;armeabi,26,3.2
Smart,Grand,Grand,866MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Smart,Slide Lite,Slide_Lite,957MB,Phone,Mediatek MT6580,1280x720,320,armeabi-v7a;armeabi,24,2.0
Smart,Advance Pro,Advance_Pro,902MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Smart,Smart PRIME II,Smart_PRIME_II,910MB,Phone,Spreadtrum SC9832E,480x960,240,armeabi-v7a;armeabi,27,3.2
Smart (BD),MQ703G,MQ703G,902MB,Tablet,Mediatek MT8765B,600x1024,160,armeabi-v7a;armeabi,27,3.1
Smart (BD),MQ703G_1,MQ703G_1,1883MB,Tablet,Mediatek MT8765B,1024x600,160,armeabi-v7a;armeabi,28,3.2
Smartab,STJR76,STJR76,512MB,Tablet,Rockchip RK3026,1024x600,160,armeabi-v7a;armeabi,19,2.0
Smartab,ST7650,ST7650,979MB,Tablet,Mediatek MT8163,600x1024,160,armeabi-v7a;armeabi,27,3.1
Smartab,ST1020,ST1020,959MB,Tablet,Mediatek MT8167B,1280x800,160,armeabi-v7a;armeabi,28,3.2
Smartab,ST7150,ST7150,983MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,25,2.0
Smartab,ST7160,ST7160,980MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,28,2.0
Smartab,ST8200,ST8200,981MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,27,2.0
Smartab,ST1009X,ST1009X,959MB,Tablet,Mediatek MT8167B,1280x800,160,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Smartab,ST7150-19,ST7150-19,981MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,27,2.0
Smartab,SRF79,SRF79,512MB,Tablet,Rockchip RK3026,1024x600,160,armeabi-v7a;armeabi,19,2.0
Smartec,MiCA,MiCA,437MB,Phone,Mediatek MT6580M,480x800,240,armeabi-v7a;armeabi,27,2.0
Smartec,SmartabS4,SmartabS4,954MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,27,2.0
Smartec,Atractivo,Atractivo,928MB,Phone,Spreadtrum SC7731E,480x960,240,armeabi-v7a;armeabi,27,3.2
Smartec,N4,N4,954MB,Phone,Mediatek MT6580M,480x800,240,armeabi-v7a;armeabi,27,2.0
Smartek,MR_POTATO_HEAD,MR_POTATO_HEAD,981MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,27,2.0
Smartek,PLAY_DOH,PLAY_DOH,981MB,Tablet,Rockchip RK3126,600x1024,160,armeabi-v7a;armeabi,27,2.0
Smartex,P600,P600,1974MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
Smartex,SMARTEX_M512,M512,957MB,Phone,Mediatek MT6580,1280x720,320,armeabi-v7a;armeabi,24,2.0
Smartex,M700,M700,1861MB,Phone,Mediatek MT6739CH,480x996,240,armeabi-v7a;armeabi,27,3.2
Smartex,M520,M520,957MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
Smartex,M530,M530,954MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,28,2.0
Smartfren,AndromaxNC36B1H,NC36B1H,403MB,Phone,Qualcomm MSM8610,480x800,240,armeabi-v7a;armeabi,19,3.0
Smartfren,A16C3H,A16C3H,902MB,Phone,Qualcomm MSM8909,480x854,240,armeabi-v7a;armeabi,22,3.0
Smartfren,NEWAD688G,NEWAD688G,512MB,Phone,Qualcomm MSM8x10,480x800,240,armeabi-v7a;armeabi,18;19,3.0
Smartfren,B16C2H,B16C2H,900MB,Phone,Qualcomm MSM8909,480x854,240,armeabi-v7a;armeabi,22,3.0
Smartfren,Andromax AD682H,AD682H,1024MB,Phone,Qualcomm MSM8612,540x960,240,armeabi-v7a;armeabi,19,3.0
Smartfren,EG680,eg680,971MB,Phone,Mediatek MT6589T,720x1280,320,armeabi-v7a;armeabi,17,2.0
Smartfren,Andromax AD687G,AD687G,512MB,Phone,Qualcomm MSM8x25Q,480x800,240,armeabi-v7a;armeabi,16,2.0
Smartfren,NC36B1G,HS8610QC,512MB,Phone,Qualcomm MSM8x10,800x480,240,armeabi-v7a;armeabi,19,3.0
Smartfren,AD688G,AD688G,512MB,Phone,Qualcomm MSM8610,480x800,240,armeabi-v7a;armeabi,18;19,3.0
Smartfren,AD689G,AD689G,1024MB,Phone,Qualcomm MSM8x10,540x960,240,armeabi-v7a;armeabi,18;19,3.0
Smartfren,B16C2G,MSM8909QC,2048MB,Phone,Qualcomm MSM8909,480x854,240,armeabi-v7a;armeabi,22,3.0
Smartfren,G36C1H,G36C1H,894-897MB,Phone,Qualcomm MSM8916,480x854,240,armeabi-v7a;armeabi,21;22,3.0
Smartfren,I46D1G,HS8916QC,1024MB,Phone,Qualcomm MSM8916,540x960,240,armeabi-v7a;armeabi,21;22,3.0
Smartfren,A26C4H,A26C4H,1915MB,Phone,Qualcomm MSM8909,480x854,240,armeabi-v7a;armeabi,23,3.0
Smartfren,B26D2H,B26D2H,1915MB,Phone,Qualcomm MSM8909,720x1280,320,armeabi-v7a;armeabi,23,3.0
Smartfren,C2LEAD688G,C2LEAD688G,512MB,Phone,Qualcomm MSM8x10,800x480,240,armeabi-v7a;armeabi,19,3.0
SmartPad,SM181301,SM181301,1980MB,Tablet,Allwinner A64,1080x1920,213,arm64-v8a;armeabi-v7a;armeabi,27,2.0
Smartron,tphone,rimo01a,3735MB,Phone,Qualcomm MSM8994,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.1
Smartron,tphone P,P840F12,2823MB,Phone,Qualcomm MSM8940,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,25,3.2
SMB Gadgets,SMB8112BK,SMB8112BK,954MB,Tablet,Rockchip RK3326,800x1280,160,armeabi-v7a;armeabi,27,3.2
Smile,A955Z,A955Z,1878MB,Phone,Mediatek MT6739WW,720x1440,320,armeabi-v7a;armeabi,28,3.2
Smooth,S2,S2,953MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
Smooth,S2_Advance,SSmooth_S2_Advance,904MB,Phone,Spreadtrum SC7731E,480x960,240,armeabi-v7a;armeabi,27,3.2
SMT_LW,CRUSH X565,CRUSH_X565,957MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
SMT_SN,CRUSH X565,CRUSH_X565,450MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
SMT_TSC,CRUSH_X565,CRUSH_X565,957MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
SMT_TSC,FLAME X555,FLAME_X555,905MB,Phone,Mediatek MT6739WA,480x960,240,armeabi-v7a;armeabi,27,3.2
SMT_TSC,BLAZE X500,BLAZE_X500,964MB,Phone,Mediatek MT6580,480x854,213,armeabi-v7a;armeabi,24,2.0
Snopow,ServiceChecKIT,ServiceChecKIT_EEA,2838MB,Phone,Mediatek MT6762,600x1280,240,arm64-v8a;armeabi-v7a;armeabi,28,3.2
So ! Generation,T8116,T8116,982MB,Tablet,Allwinner A50,800x1280,213,armeabi-v7a;armeabi,27,2.0
Soda,s2,soda_CSW1802,2828MB,Phone,Mediatek MT6755,720x1500,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Soda,E1,soda_CSW1702,1871MB,Phone,Mediatek MT6739CW,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Soda,soda,soda_SW17W16,2868MB,Phone,Mediatek MT6737,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,26,3.1
Soda,FIRE,soda_CSW1803,882MB,Phone,Mediatek MT6739CW,480x960,240,armeabi-v7a;armeabi,27,3.2
SOLO,Inspire_U5,Inspire_U5,943MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
SOLO,Inspire_U5_PLUS,Inspire_U5_PLUS,1897MB,Phone,Mediatek MT6739WW,720x1440,320,armeabi-v7a;armeabi,27,3.2
Solone,E1457,E1457,1800MB,Phone,Mediatek MT6750,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Solone,W1450,W1450,1881MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Solone,W1452,W1452,1802MB,Phone,Mediatek MT6750,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Sonimtech,Smart-Ex 01,XP7700Z1,846-870MB,Phone,Qualcomm MSM8926,480x800,240,armeabi-v7a;armeabi,19;22,3.0
Sonimtech,XP7,XP7700,846-870MB,Phone,Qualcomm MSM8926,480x800,240,armeabi-v7a;armeabi,19;22,3.0
Sonimtech,XP6,XP6700,846MB,Phone,Qualcomm MSM8926,320x432,160,armeabi-v7a;armeabi,19,3.0
Sonimtech,XP7705,XP7705,845-870MB,Phone,Qualcomm MSM8926,480x800,240,armeabi-v7a;armeabi,19;22,3.0
Sonimtech,Ex-Handy 09,XP6700Z1,846MB,Phone,Qualcomm MSM8926,320x432,160,armeabi-v7a;armeabi,19,3.0
Sonimtech,XP8,XP8800,3745-3747MB,Phone,Qualcomm SDM630,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,25;27,3.2
Soniq,PT1019A,PT1019A,1959MB,Tablet,Rockchip RK3326,800x1280,160,armeabi-v7a;armeabi,28,3.2
Soniq,G32HW60A,osaki,907MB,TV,MStar T16,1280x720,213,armeabi-v7a;armeabi,28,2.0
Soniq,PT0719A,PT0719A,1959MB,Tablet,Rockchip RK3326,600x1024,160,armeabi-v7a;armeabi,28,3.2
Sony,Xperia tipo dual,ST21a2,,Phone,Qualcomm MSM7225,320x480,160,armeabi-v7a;armeabi,15,2.0
Sony,Xperia 10 Plus,I3223,3741MB,Phone,Qualcomm SDM636,1080x2520,420,arm64-v8a;armeabi-v7a;armeabi,28;29,3.2
Sony,Xperia 10 Plus,I3213,3741MB,Phone,Qualcomm SDM636,1080x2520,420,arm64-v8a;armeabi-v7a;armeabi,28;29,3.2
Sony,Xperia 10 Plus,I4213,3741MB,Phone,Qualcomm SDM636,1080x2520,420,arm64-v8a;armeabi-v7a;armeabi,28;29,3.2
Sony,Xperia 10 Plus,I4293,5738-5739MB,Phone,Qualcomm SDM636,1080x2520,420,arm64-v8a;armeabi-v7a;armeabi,28;29,3.2
Sony,BRAVIA 4K GB,BRAVIA_ATV2,1575-1583MB,TV,Mediatek MT5832,1920x1080,320,armeabi-v7a;armeabi,23;24;26,3.1;3.2
Sony,Xperia™ C4,E5353,1644-1687MB,Phone,Mediatek MT6752,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;22;23,3.0
Sony,Xperia™ C4,E5303,1644-1687MB,Phone,Mediatek MT6752,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;22;23,3.0
Sony,Xperia™ C4,E5306,1645-1687MB,Phone,Mediatek MT6752,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;22;23,3.0
Sony,Xperia T2 Ultra,D5303,830-872MB,Phone,Qualcomm MSM8928,720x1280,240,armeabi-v7a;armeabi,18;19;21;22,3.0
Sony,Xperia T2 Ultra,D5316N,829MB,Phone,Qualcomm MSM8928,720x1280,240,armeabi-v7a;armeabi,19,3.0
Sony,Xperia T2 Ultra,D5316,830-872MB,Phone,Qualcomm MSM8928,720x1280,240,armeabi-v7a;armeabi,18;19;21;22,3.0
Sony,Xperia T2 Ultra,D5306,830-872MB,Phone,Qualcomm MSM8928,720x1280,240,armeabi-v7a;armeabi,18;19;21;22,3.0
Sony,Xperia T2 Ultra dual,D5322,864-890MB,Phone,Qualcomm MSM8928,720x1280,240,armeabi-v7a;armeabi,18;19;21;22,3.0
Sony,Xperia XA1 Ultra,G3221,3807-3846MB,Phone,Mediatek MT6757,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2
Sony,Xperia XA1 Ultra,G3212,3807-3846MB,Phone,Mediatek MT6757,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2
Sony,Xperia XA1 Ultra,G3226,3807-3846MB,Phone,Mediatek MT6757,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2
Sony,Xperia XA1 Ultra,G3223,3807-3846MB,Phone,Mediatek MT6757,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2
Sony,Xperia 1 Professional Edition,J9150,5492-5493MB,Phone,Qualcomm SM8150,1096x2560,420,arm64-v8a;armeabi-v7a;armeabi,28;29,3.2
Sony,Xperia Z5 dual,E6683,2792-2797MB,Phone,Qualcomm MSM8994,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22;23;24;25,3.1;3.2
Sony,Xperia Z5 dual,E6633,2797MB,Phone,Qualcomm MSM8994,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22;23;24;25,3.1;3.2
Sony,Xperia XA2 Ultra,H4233,3737-3741MB,Phone,Qualcomm SDM630,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,26;28,3.2
Sony,Xperia XA2 Ultra,H3223,3737-3741MB,Phone,Qualcomm SDM630,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,26;28,3.2
Sony,Xperia XA2 Ultra,H3213,3737-3741MB,Phone,Qualcomm SDM630,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,26;28,3.2
Sony,Xperia XA2 Ultra,H4213,3737-3741MB,Phone,Qualcomm SDM630,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,26;28,3.2
Sony,Internet TV,eagle,,,Intel Atom,1920x1080,213,,12;13,2.0
Sony,Internet TV,asura,,,Intel Atom,1920x1080,213,,12;13,2.0
Sony,Xperia™ M4 Aqua Dual,E2333,1809-1810MB,Phone,Qualcomm MSM8939,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,21;23,3.0;3.1
Sony,Xperia™ M4 Aqua Dual,E2312,1809-1810MB,Phone,Qualcomm MSM8939,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,21;23,3.0;3.1
Sony,Xperia™ M4 Aqua Dual,E2363,1809-1810MB,Phone,Qualcomm MSM8939,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,21;23,3.0;3.1
Sony,Xperia™ E4,E2105,805MB,Phone,Mediatek MT6582,540x960,240,armeabi-v7a;armeabi,19,2.0
Sony,Xperia™ E4,E2104,805MB,Phone,Mediatek MT6582,540x960,240,armeabi-v7a;armeabi,19,2.0
Sony,Xperia L,C2105,785-840MB,Phone,Qualcomm MSM8230,480x854,240,armeabi-v7a;armeabi,16;17,2.0
Sony,Xperia L,C2104,785-840MB,Phone,Qualcomm MSM8230,480x854,240,armeabi-v7a;armeabi,16;17,2.0
Sony,Xperia A2,SO-04F,1703MB,Phone,Qualcomm MSM8974,720x1280,320,armeabi-v7a;armeabi,19,3.0
Sony,Xperia X Performance,SOV33,2772-2773MB,Phone,Qualcomm MSM8996,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Sony,Xperia X Performance,F8132,2772-2773MB,Phone,Qualcomm MSM8996,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24;25;26,3.1;3.2
Sony,Xperia X Performance,SO-04H,2772-2773MB,Phone,Qualcomm MSM8996,1080x1920;1920x1080,480,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Sony,Xperia X Performance,F8131,2772-2773MB,Phone,Qualcomm MSM8996,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24;25;26,3.1;3.2
Sony,Xperia X Performance,502SO,2773MB,Phone,Qualcomm MSM8996,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24,3.1;3.2
Sony,Xperia Go,ST27i,388MB,Phone,ST Ericsson U8500,320x480,160,armeabi-v7a;armeabi,16,2.0
Sony,Xperia J,ST26i,380MB,Phone,Qualcomm MSM7227A,480x854,240,armeabi-v7a;armeabi,15;16,2.0
Sony,Xperia J,ST26a,380MB,Phone,Qualcomm MSM7227A,480x854,240,armeabi-v7a;armeabi,16,2.0
Sony,Xperia Miro,ST23i,,Phone,Qualcomm MSM7225,320x480,160,armeabi-v7a;armeabi,15,2.0
Sony,Xperia miro,ST23a,,Phone,Qualcomm MSM7225A,320x480,160,armeabi-v7a;armeabi,15,2.0
Sony,Xperia 10 II,XQ-AU52,3641MB,Phone,Qualcomm SM6125,1080x2520,420,arm64-v8a;armeabi-v7a;armeabi,29,3.2
Sony,Xperia Z3 Compact,D5833,1732-1775MB,Phone,Qualcomm MSM8974AC,720x1280,320,armeabi-v7a;armeabi,19;21;22;23,3.0
Sony,Xperia Z3 Compact,aries,1775MB,Phone,Qualcomm MSM8974AC,720x1280,320,armeabi-v7a;armeabi,23,3.0
Sony,Xperia Z3 Compact,SO-02G,1732-1774MB,Phone,Qualcomm MSM8974AC,720x1280,320,armeabi-v7a;armeabi,19;21;23,3.0
Sony,Xperia Z3 Compact,D5803,1732-1775MB,Phone,Qualcomm MSM8974AC,720x1280,320,armeabi-v7a;armeabi,19;21;22;23,3.0
Sony,Xperia Z3+   ,E6553,2815-2822MB,Phone,Qualcomm MSM8994,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;23;24;25,3.1;3.2
Sony,NW-Z1000,icx1216,,Phone,NVidia Tegra 2,480x800,240,armeabi-v7a;armeabi,10;15,2.0
